case_id,series_id,offender_id,label_basis,data_kind
SYN-IN-0039-02,SYN-SERIES-0039,SYN-OFFENDER-0039,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0039-03,SYN-SERIES-0039,SYN-OFFENDER-0039,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0039-04,SYN-SERIES-0039,SYN-OFFENDER-0039,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0039-05,SYN-SERIES-0039,SYN-OFFENDER-0039,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0040-00,SYN-SERIES-0040,SYN-OFFENDER-0040,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0040-01,SYN-SERIES-0040,SYN-OFFENDER-0040,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0040-02,SYN-SERIES-0040,SYN-OFFENDER-0040,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0040-03,SYN-SERIES-0040,SYN-OFFENDER-0040,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0040-04,SYN-SERIES-0040,SYN-OFFENDER-0040,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0040-05,SYN-SERIES-0040,SYN-OFFENDER-0040,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0041-00,SYN-SERIES-0041,SYN-OFFENDER-0041,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0041-01,SYN-SERIES-0041,SYN-OFFENDER-0041,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0041-02,SYN-SERIES-0041,SYN-OFFENDER-0041,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0041-03,SYN-SERIES-0041,SYN-OFFENDER-0041,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0041-04,SYN-SERIES-0041,SYN-OFFENDER-0041,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0041-05,SYN-SERIES-0041,SYN-OFFENDER-0041,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0042-00,SYN-SERIES-0042,SYN-OFFENDER-0042,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0042-01,SYN-SERIES-0042,SYN-OFFENDER-0042,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0042-02,SYN-SERIES-0042,SYN-OFFENDER-0042,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0042-03,SYN-SERIES-0042,SYN-OFFENDER-0042,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0042-04,SYN-SERIES-0042,SYN-OFFENDER-0042,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0042-05,SYN-SERIES-0042,SYN-OFFENDER-0042,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0043-00,SYN-SERIES-0043,SYN-OFFENDER-0043,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0043-01,SYN-SERIES-0043,SYN-OFFENDER-0043,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0043-02,SYN-SERIES-0043,SYN-OFFENDER-0043,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0043-03,SYN-SERIES-0043,SYN-OFFENDER-0043,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0043-04,SYN-SERIES-0043,SYN-OFFENDER-0043,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0043-05,SYN-SERIES-0043,SYN-OFFENDER-0043,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0044-00,SYN-SERIES-0044,SYN-OFFENDER-0044,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0044-01,SYN-SERIES-0044,SYN-OFFENDER-0044,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0044-02,SYN-SERIES-0044,SYN-OFFENDER-0044,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0044-03,SYN-SERIES-0044,SYN-OFFENDER-0044,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0044-04,SYN-SERIES-0044,SYN-OFFENDER-0044,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0044-05,SYN-SERIES-0044,SYN-OFFENDER-0044,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0045-00,SYN-SERIES-0045,SYN-OFFENDER-0045,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0045-01,SYN-SERIES-0045,SYN-OFFENDER-0045,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0045-02,SYN-SERIES-0045,SYN-OFFENDER-0045,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0045-03,SYN-SERIES-0045,SYN-OFFENDER-0045,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0045-04,SYN-SERIES-0045,SYN-OFFENDER-0045,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0045-05,SYN-SERIES-0045,SYN-OFFENDER-0045,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0046-00,SYN-SERIES-0046,SYN-OFFENDER-0046,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0046-01,SYN-SERIES-0046,SYN-OFFENDER-0046,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0046-02,SYN-SERIES-0046,SYN-OFFENDER-0046,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0046-03,SYN-SERIES-0046,SYN-OFFENDER-0046,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0046-04,SYN-SERIES-0046,SYN-OFFENDER-0046,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0046-05,SYN-SERIES-0046,SYN-OFFENDER-0046,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0047-00,SYN-SERIES-0047,SYN-OFFENDER-0047,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0047-01,SYN-SERIES-0047,SYN-OFFENDER-0047,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0047-02,SYN-SERIES-0047,SYN-OFFENDER-0047,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0047-03,SYN-SERIES-0047,SYN-OFFENDER-0047,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0047-04,SYN-SERIES-0047,SYN-OFFENDER-0047,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0047-05,SYN-SERIES-0047,SYN-OFFENDER-0047,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0048-00,SYN-SERIES-0048,SYN-OFFENDER-0048,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0048-01,SYN-SERIES-0048,SYN-OFFENDER-0048,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0048-02,SYN-SERIES-0048,SYN-OFFENDER-0048,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0048-03,SYN-SERIES-0048,SYN-OFFENDER-0048,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0048-04,SYN-SERIES-0048,SYN-OFFENDER-0048,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0048-05,SYN-SERIES-0048,SYN-OFFENDER-0048,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0049-00,SYN-SERIES-0049,SYN-OFFENDER-0049,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0049-01,SYN-SERIES-0049,SYN-OFFENDER-0049,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0049-02,SYN-SERIES-0049,SYN-OFFENDER-0049,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0049-03,SYN-SERIES-0049,SYN-OFFENDER-0049,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0049-04,SYN-SERIES-0049,SYN-OFFENDER-0049,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0049-05,SYN-SERIES-0049,SYN-OFFENDER-0049,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0050-00,SYN-SERIES-0050,SYN-OFFENDER-0050,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0050-01,SYN-SERIES-0050,SYN-OFFENDER-0050,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0050-02,SYN-SERIES-0050,SYN-OFFENDER-0050,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0050-03,SYN-SERIES-0050,SYN-OFFENDER-0050,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0050-04,SYN-SERIES-0050,SYN-OFFENDER-0050,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0050-05,SYN-SERIES-0050,SYN-OFFENDER-0050,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0051-00,SYN-SERIES-0051,SYN-OFFENDER-0051,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0051-01,SYN-SERIES-0051,SYN-OFFENDER-0051,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0051-02,SYN-SERIES-0051,SYN-OFFENDER-0051,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0051-03,SYN-SERIES-0051,SYN-OFFENDER-0051,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0051-04,SYN-SERIES-0051,SYN-OFFENDER-0051,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0051-05,SYN-SERIES-0051,SYN-OFFENDER-0051,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0052-00,SYN-SERIES-0052,SYN-OFFENDER-0052,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0052-01,SYN-SERIES-0052,SYN-OFFENDER-0052,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0052-02,SYN-SERIES-0052,SYN-OFFENDER-0052,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0052-03,SYN-SERIES-0052,SYN-OFFENDER-0052,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0052-04,SYN-SERIES-0052,SYN-OFFENDER-0052,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0052-05,SYN-SERIES-0052,SYN-OFFENDER-0052,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0053-00,SYN-SERIES-0053,SYN-OFFENDER-0053,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0053-01,SYN-SERIES-0053,SYN-OFFENDER-0053,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0053-02,SYN-SERIES-0053,SYN-OFFENDER-0053,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0053-03,SYN-SERIES-0053,SYN-OFFENDER-0053,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0053-04,SYN-SERIES-0053,SYN-OFFENDER-0053,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0053-05,SYN-SERIES-0053,SYN-OFFENDER-0053,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0054-00,SYN-SERIES-0054,SYN-OFFENDER-0054,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0054-01,SYN-SERIES-0054,SYN-OFFENDER-0054,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0054-02,SYN-SERIES-0054,SYN-OFFENDER-0054,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0054-03,SYN-SERIES-0054,SYN-OFFENDER-0054,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0054-04,SYN-SERIES-0054,SYN-OFFENDER-0054,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0054-05,SYN-SERIES-0054,SYN-OFFENDER-0054,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0055-00,SYN-SERIES-0055,SYN-OFFENDER-0055,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0055-01,SYN-SERIES-0055,SYN-OFFENDER-0055,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0055-02,SYN-SERIES-0055,SYN-OFFENDER-0055,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0055-03,SYN-SERIES-0055,SYN-OFFENDER-0055,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0055-04,SYN-SERIES-0055,SYN-OFFENDER-0055,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0055-05,SYN-SERIES-0055,SYN-OFFENDER-0055,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0056-00,SYN-SERIES-0056,SYN-OFFENDER-0056,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0056-01,SYN-SERIES-0056,SYN-OFFENDER-0056,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0056-02,SYN-SERIES-0056,SYN-OFFENDER-0056,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0056-03,SYN-SERIES-0056,SYN-OFFENDER-0056,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0056-04,SYN-SERIES-0056,SYN-OFFENDER-0056,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0056-05,SYN-SERIES-0056,SYN-OFFENDER-0056,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0057-00,SYN-SERIES-0057,SYN-OFFENDER-0057,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0057-01,SYN-SERIES-0057,SYN-OFFENDER-0057,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0057-02,SYN-SERIES-0057,SYN-OFFENDER-0057,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0057-03,SYN-SERIES-0057,SYN-OFFENDER-0057,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0057-04,SYN-SERIES-0057,SYN-OFFENDER-0057,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0057-05,SYN-SERIES-0057,SYN-OFFENDER-0057,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0058-00,SYN-SERIES-0058,SYN-OFFENDER-0058,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0058-01,SYN-SERIES-0058,SYN-OFFENDER-0058,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0058-02,SYN-SERIES-0058,SYN-OFFENDER-0058,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0058-03,SYN-SERIES-0058,SYN-OFFENDER-0058,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0058-04,SYN-SERIES-0058,SYN-OFFENDER-0058,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0058-05,SYN-SERIES-0058,SYN-OFFENDER-0058,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0059-00,SYN-SERIES-0059,SYN-OFFENDER-0059,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0059-01,SYN-SERIES-0059,SYN-OFFENDER-0059,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0059-02,SYN-SERIES-0059,SYN-OFFENDER-0059,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0059-03,SYN-SERIES-0059,SYN-OFFENDER-0059,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0059-04,SYN-SERIES-0059,SYN-OFFENDER-0059,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0059-05,SYN-SERIES-0059,SYN-OFFENDER-0059,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0060-00,SYN-SERIES-0060,SYN-OFFENDER-0060,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0060-01,SYN-SERIES-0060,SYN-OFFENDER-0060,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0060-02,SYN-SERIES-0060,SYN-OFFENDER-0060,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0060-03,SYN-SERIES-0060,SYN-OFFENDER-0060,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0060-04,SYN-SERIES-0060,SYN-OFFENDER-0060,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0060-05,SYN-SERIES-0060,SYN-OFFENDER-0060,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0061-00,SYN-SERIES-0061,SYN-OFFENDER-0061,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0061-01,SYN-SERIES-0061,SYN-OFFENDER-0061,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0061-02,SYN-SERIES-0061,SYN-OFFENDER-0061,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0061-03,SYN-SERIES-0061,SYN-OFFENDER-0061,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0061-04,SYN-SERIES-0061,SYN-OFFENDER-0061,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0061-05,SYN-SERIES-0061,SYN-OFFENDER-0061,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0062-00,SYN-SERIES-0062,SYN-OFFENDER-0062,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0062-01,SYN-SERIES-0062,SYN-OFFENDER-0062,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0062-02,SYN-SERIES-0062,SYN-OFFENDER-0062,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0062-03,SYN-SERIES-0062,SYN-OFFENDER-0062,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0062-04,SYN-SERIES-0062,SYN-OFFENDER-0062,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0062-05,SYN-SERIES-0062,SYN-OFFENDER-0062,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0063-00,SYN-SERIES-0063,SYN-OFFENDER-0063,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0063-01,SYN-SERIES-0063,SYN-OFFENDER-0063,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0063-02,SYN-SERIES-0063,SYN-OFFENDER-0063,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0063-03,SYN-SERIES-0063,SYN-OFFENDER-0063,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0063-04,SYN-SERIES-0063,SYN-OFFENDER-0063,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0063-05,SYN-SERIES-0063,SYN-OFFENDER-0063,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0064-00,SYN-SERIES-0064,SYN-OFFENDER-0064,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0064-01,SYN-SERIES-0064,SYN-OFFENDER-0064,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0064-02,SYN-SERIES-0064,SYN-OFFENDER-0064,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0064-03,SYN-SERIES-0064,SYN-OFFENDER-0064,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0064-04,SYN-SERIES-0064,SYN-OFFENDER-0064,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0064-05,SYN-SERIES-0064,SYN-OFFENDER-0064,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0065-00,SYN-SERIES-0065,SYN-OFFENDER-0065,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0065-01,SYN-SERIES-0065,SYN-OFFENDER-0065,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0065-02,SYN-SERIES-0065,SYN-OFFENDER-0065,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0065-03,SYN-SERIES-0065,SYN-OFFENDER-0065,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0065-04,SYN-SERIES-0065,SYN-OFFENDER-0065,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0065-05,SYN-SERIES-0065,SYN-OFFENDER-0065,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0066-00,SYN-SERIES-0066,SYN-OFFENDER-0066,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0066-01,SYN-SERIES-0066,SYN-OFFENDER-0066,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0066-02,SYN-SERIES-0066,SYN-OFFENDER-0066,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0066-03,SYN-SERIES-0066,SYN-OFFENDER-0066,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0066-04,SYN-SERIES-0066,SYN-OFFENDER-0066,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0066-05,SYN-SERIES-0066,SYN-OFFENDER-0066,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0067-00,SYN-SERIES-0067,SYN-OFFENDER-0067,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0067-01,SYN-SERIES-0067,SYN-OFFENDER-0067,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0067-02,SYN-SERIES-0067,SYN-OFFENDER-0067,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0067-03,SYN-SERIES-0067,SYN-OFFENDER-0067,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0067-04,SYN-SERIES-0067,SYN-OFFENDER-0067,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0067-05,SYN-SERIES-0067,SYN-OFFENDER-0067,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0068-00,SYN-SERIES-0068,SYN-OFFENDER-0068,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0068-01,SYN-SERIES-0068,SYN-OFFENDER-0068,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0068-02,SYN-SERIES-0068,SYN-OFFENDER-0068,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0068-03,SYN-SERIES-0068,SYN-OFFENDER-0068,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0068-04,SYN-SERIES-0068,SYN-OFFENDER-0068,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0068-05,SYN-SERIES-0068,SYN-OFFENDER-0068,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0069-00,SYN-SERIES-0069,SYN-OFFENDER-0069,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0069-01,SYN-SERIES-0069,SYN-OFFENDER-0069,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0069-02,SYN-SERIES-0069,SYN-OFFENDER-0069,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0069-03,SYN-SERIES-0069,SYN-OFFENDER-0069,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0069-04,SYN-SERIES-0069,SYN-OFFENDER-0069,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0069-05,SYN-SERIES-0069,SYN-OFFENDER-0069,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0070-00,SYN-SERIES-0070,SYN-OFFENDER-0070,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0070-01,SYN-SERIES-0070,SYN-OFFENDER-0070,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0070-02,SYN-SERIES-0070,SYN-OFFENDER-0070,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0070-03,SYN-SERIES-0070,SYN-OFFENDER-0070,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0070-04,SYN-SERIES-0070,SYN-OFFENDER-0070,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0070-05,SYN-SERIES-0070,SYN-OFFENDER-0070,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0071-00,SYN-SERIES-0071,SYN-OFFENDER-0071,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0071-01,SYN-SERIES-0071,SYN-OFFENDER-0071,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0071-02,SYN-SERIES-0071,SYN-OFFENDER-0071,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0071-03,SYN-SERIES-0071,SYN-OFFENDER-0071,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0071-04,SYN-SERIES-0071,SYN-OFFENDER-0071,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0071-05,SYN-SERIES-0071,SYN-OFFENDER-0071,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0072-00,SYN-SERIES-0072,SYN-OFFENDER-0072,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0072-01,SYN-SERIES-0072,SYN-OFFENDER-0072,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0072-02,SYN-SERIES-0072,SYN-OFFENDER-0072,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0072-03,SYN-SERIES-0072,SYN-OFFENDER-0072,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0072-04,SYN-SERIES-0072,SYN-OFFENDER-0072,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0072-05,SYN-SERIES-0072,SYN-OFFENDER-0072,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0073-00,SYN-SERIES-0073,SYN-OFFENDER-0073,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0073-01,SYN-SERIES-0073,SYN-OFFENDER-0073,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0073-02,SYN-SERIES-0073,SYN-OFFENDER-0073,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0073-03,SYN-SERIES-0073,SYN-OFFENDER-0073,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0073-04,SYN-SERIES-0073,SYN-OFFENDER-0073,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0073-05,SYN-SERIES-0073,SYN-OFFENDER-0073,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0074-00,SYN-SERIES-0074,SYN-OFFENDER-0074,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0074-01,SYN-SERIES-0074,SYN-OFFENDER-0074,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0074-02,SYN-SERIES-0074,SYN-OFFENDER-0074,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0074-03,SYN-SERIES-0074,SYN-OFFENDER-0074,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0074-04,SYN-SERIES-0074,SYN-OFFENDER-0074,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0074-05,SYN-SERIES-0074,SYN-OFFENDER-0074,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0075-00,SYN-SERIES-0075,SYN-OFFENDER-0075,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0075-01,SYN-SERIES-0075,SYN-OFFENDER-0075,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0075-02,SYN-SERIES-0075,SYN-OFFENDER-0075,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0075-03,SYN-SERIES-0075,SYN-OFFENDER-0075,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0075-04,SYN-SERIES-0075,SYN-OFFENDER-0075,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0075-05,SYN-SERIES-0075,SYN-OFFENDER-0075,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0076-00,SYN-SERIES-0076,SYN-OFFENDER-0076,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0076-01,SYN-SERIES-0076,SYN-OFFENDER-0076,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0076-02,SYN-SERIES-0076,SYN-OFFENDER-0076,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0076-03,SYN-SERIES-0076,SYN-OFFENDER-0076,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0076-04,SYN-SERIES-0076,SYN-OFFENDER-0076,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0076-05,SYN-SERIES-0076,SYN-OFFENDER-0076,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0077-00,SYN-SERIES-0077,SYN-OFFENDER-0077,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0077-01,SYN-SERIES-0077,SYN-OFFENDER-0077,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0077-02,SYN-SERIES-0077,SYN-OFFENDER-0077,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0077-03,SYN-SERIES-0077,SYN-OFFENDER-0077,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0077-04,SYN-SERIES-0077,SYN-OFFENDER-0077,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0077-05,SYN-SERIES-0077,SYN-OFFENDER-0077,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0078-00,SYN-SERIES-0078,SYN-OFFENDER-0078,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0078-01,SYN-SERIES-0078,SYN-OFFENDER-0078,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0078-02,SYN-SERIES-0078,SYN-OFFENDER-0078,generator_latent_group_not_police_evidence,synthetic
SYN-IN-0078-03,SYN-SERIES-0078,SYN-OFFENDER-0078,generator_latent_group_not_police_evidence,synthetic
