case_id,split,group_id,data_kind
SYN-IN-0069-05,train,SYN-OFFENDER-0069,synthetic
SYN-IN-0070-00,train,SYN-OFFENDER-0070,synthetic
SYN-IN-0070-01,train,SYN-OFFENDER-0070,synthetic
SYN-IN-0070-02,train,SYN-OFFENDER-0070,synthetic
SYN-IN-0070-03,train,SYN-OFFENDER-0070,synthetic
SYN-IN-0070-04,train,SYN-OFFENDER-0070,synthetic
SYN-IN-0070-05,train,SYN-OFFENDER-0070,synthetic
SYN-IN-0071-00,validation,SYN-OFFENDER-0071,synthetic
SYN-IN-0071-01,validation,SYN-OFFENDER-0071,synthetic
SYN-IN-0071-02,validation,SYN-OFFENDER-0071,synthetic
SYN-IN-0071-03,validation,SYN-OFFENDER-0071,synthetic
SYN-IN-0071-04,validation,SYN-OFFENDER-0071,synthetic
SYN-IN-0071-05,validation,SYN-OFFENDER-0071,synthetic
SYN-IN-0072-00,train,SYN-OFFENDER-0072,synthetic
SYN-IN-0072-01,train,SYN-OFFENDER-0072,synthetic
SYN-IN-0072-02,train,SYN-OFFENDER-0072,synthetic
SYN-IN-0072-03,train,SYN-OFFENDER-0072,synthetic
SYN-IN-0072-04,train,SYN-OFFENDER-0072,synthetic
SYN-IN-0072-05,train,SYN-OFFENDER-0072,synthetic
SYN-IN-0073-00,train,SYN-OFFENDER-0073,synthetic
SYN-IN-0073-01,train,SYN-OFFENDER-0073,synthetic
SYN-IN-0073-02,train,SYN-OFFENDER-0073,synthetic
SYN-IN-0073-03,train,SYN-OFFENDER-0073,synthetic
SYN-IN-0073-04,train,SYN-OFFENDER-0073,synthetic
SYN-IN-0073-05,train,SYN-OFFENDER-0073,synthetic
SYN-IN-0074-00,train,SYN-OFFENDER-0074,synthetic
SYN-IN-0074-01,train,SYN-OFFENDER-0074,synthetic
SYN-IN-0074-02,train,SYN-OFFENDER-0074,synthetic
SYN-IN-0074-03,train,SYN-OFFENDER-0074,synthetic
SYN-IN-0074-04,train,SYN-OFFENDER-0074,synthetic
SYN-IN-0074-05,train,SYN-OFFENDER-0074,synthetic
SYN-IN-0075-00,train,SYN-OFFENDER-0075,synthetic
SYN-IN-0075-01,train,SYN-OFFENDER-0075,synthetic
SYN-IN-0075-02,train,SYN-OFFENDER-0075,synthetic
SYN-IN-0075-03,train,SYN-OFFENDER-0075,synthetic
SYN-IN-0075-04,train,SYN-OFFENDER-0075,synthetic
SYN-IN-0075-05,train,SYN-OFFENDER-0075,synthetic
SYN-IN-0076-00,test,SYN-OFFENDER-0076,synthetic
SYN-IN-0076-01,test,SYN-OFFENDER-0076,synthetic
SYN-IN-0076-02,test,SYN-OFFENDER-0076,synthetic
SYN-IN-0076-03,test,SYN-OFFENDER-0076,synthetic
SYN-IN-0076-04,test,SYN-OFFENDER-0076,synthetic
SYN-IN-0076-05,test,SYN-OFFENDER-0076,synthetic
SYN-IN-0077-00,validation,SYN-OFFENDER-0077,synthetic
SYN-IN-0077-01,validation,SYN-OFFENDER-0077,synthetic
SYN-IN-0077-02,validation,SYN-OFFENDER-0077,synthetic
SYN-IN-0077-03,validation,SYN-OFFENDER-0077,synthetic
SYN-IN-0077-04,validation,SYN-OFFENDER-0077,synthetic
SYN-IN-0077-05,validation,SYN-OFFENDER-0077,synthetic
SYN-IN-0078-00,train,SYN-OFFENDER-0078,synthetic
SYN-IN-0078-01,train,SYN-OFFENDER-0078,synthetic
SYN-IN-0078-02,train,SYN-OFFENDER-0078,synthetic
SYN-IN-0078-03,train,SYN-OFFENDER-0078,synthetic
SYN-IN-0078-04,train,SYN-OFFENDER-0078,synthetic
SYN-IN-0078-05,train,SYN-OFFENDER-0078,synthetic
SYN-IN-0079-00,train,SYN-OFFENDER-0079,synthetic
SYN-IN-0079-01,train,SYN-OFFENDER-0079,synthetic
SYN-IN-0079-02,train,SYN-OFFENDER-0079,synthetic
SYN-IN-0079-03,train,SYN-OFFENDER-0079,synthetic
SYN-IN-0079-04,train,SYN-OFFENDER-0079,synthetic
SYN-IN-0079-05,train,SYN-OFFENDER-0079,synthetic
SYN-IN-0080-00,train,SYN-OFFENDER-0080,synthetic
SYN-IN-0080-01,train,SYN-OFFENDER-0080,synthetic
SYN-IN-0080-02,train,SYN-OFFENDER-0080,synthetic
SYN-IN-0080-03,train,SYN-OFFENDER-0080,synthetic
SYN-IN-0080-04,train,SYN-OFFENDER-0080,synthetic
SYN-IN-0080-05,train,SYN-OFFENDER-0080,synthetic
SYN-IN-0081-00,train,SYN-OFFENDER-0081,synthetic
SYN-IN-0081-01,train,SYN-OFFENDER-0081,synthetic
SYN-IN-0081-02,train,SYN-OFFENDER-0081,synthetic
SYN-IN-0081-03,train,SYN-OFFENDER-0081,synthetic
SYN-IN-0081-04,train,SYN-OFFENDER-0081,synthetic
SYN-IN-0081-05,train,SYN-OFFENDER-0081,synthetic
SYN-IN-0082-00,train,SYN-OFFENDER-0082,synthetic
SYN-IN-0082-01,train,SYN-OFFENDER-0082,synthetic
SYN-IN-0082-02,train,SYN-OFFENDER-0082,synthetic
SYN-IN-0082-03,train,SYN-OFFENDER-0082,synthetic
SYN-IN-0082-04,train,SYN-OFFENDER-0082,synthetic
SYN-IN-0082-05,train,SYN-OFFENDER-0082,synthetic
SYN-IN-0083-00,validation,SYN-OFFENDER-0083,synthetic
SYN-IN-0083-01,validation,SYN-OFFENDER-0083,synthetic
SYN-IN-0083-02,validation,SYN-OFFENDER-0083,synthetic
SYN-IN-0083-03,validation,SYN-OFFENDER-0083,synthetic
SYN-IN-0083-04,validation,SYN-OFFENDER-0083,synthetic
SYN-IN-0083-05,validation,SYN-OFFENDER-0083,synthetic
SYN-IN-0084-00,train,SYN-OFFENDER-0084,synthetic
SYN-IN-0084-01,train,SYN-OFFENDER-0084,synthetic
SYN-IN-0084-02,train,SYN-OFFENDER-0084,synthetic
SYN-IN-0084-03,train,SYN-OFFENDER-0084,synthetic
SYN-IN-0084-04,train,SYN-OFFENDER-0084,synthetic
SYN-IN-0084-05,train,SYN-OFFENDER-0084,synthetic
SYN-IN-0085-00,train,SYN-OFFENDER-0085,synthetic
SYN-IN-0085-01,train,SYN-OFFENDER-0085,synthetic
SYN-IN-0085-02,train,SYN-OFFENDER-0085,synthetic
SYN-IN-0085-03,train,SYN-OFFENDER-0085,synthetic
SYN-IN-0085-04,train,SYN-OFFENDER-0085,synthetic
SYN-IN-0085-05,train,SYN-OFFENDER-0085,synthetic
SYN-IN-0086-00,train,SYN-OFFENDER-0086,synthetic
SYN-IN-0086-01,train,SYN-OFFENDER-0086,synthetic
SYN-IN-0086-02,train,SYN-OFFENDER-0086,synthetic
SYN-IN-0086-03,train,SYN-OFFENDER-0086,synthetic
SYN-IN-0086-04,train,SYN-OFFENDER-0086,synthetic
SYN-IN-0086-05,train,SYN-OFFENDER-0086,synthetic
SYN-IN-0087-00,validation,SYN-OFFENDER-0087,synthetic
SYN-IN-0087-01,validation,SYN-OFFENDER-0087,synthetic
SYN-IN-0087-02,validation,SYN-OFFENDER-0087,synthetic
SYN-IN-0087-03,validation,SYN-OFFENDER-0087,synthetic
SYN-IN-0087-04,validation,SYN-OFFENDER-0087,synthetic
SYN-IN-0087-05,validation,SYN-OFFENDER-0087,synthetic
SYN-IN-0088-00,train,SYN-OFFENDER-0088,synthetic
SYN-IN-0088-01,train,SYN-OFFENDER-0088,synthetic
SYN-IN-0088-02,train,SYN-OFFENDER-0088,synthetic
SYN-IN-0088-03,train,SYN-OFFENDER-0088,synthetic
SYN-IN-0088-04,train,SYN-OFFENDER-0088,synthetic
SYN-IN-0088-05,train,SYN-OFFENDER-0088,synthetic
SYN-IN-0089-00,train,SYN-OFFENDER-0089,synthetic
SYN-IN-0089-01,train,SYN-OFFENDER-0089,synthetic
SYN-IN-0089-02,train,SYN-OFFENDER-0089,synthetic
SYN-IN-0089-03,train,SYN-OFFENDER-0089,synthetic
SYN-IN-0089-04,train,SYN-OFFENDER-0089,synthetic
SYN-IN-0089-05,train,SYN-OFFENDER-0089,synthetic
SYN-IN-0090-00,validation,SYN-OFFENDER-0090,synthetic
SYN-IN-0090-01,validation,SYN-OFFENDER-0090,synthetic
SYN-IN-0090-02,validation,SYN-OFFENDER-0090,synthetic
SYN-IN-0090-03,validation,SYN-OFFENDER-0090,synthetic
SYN-IN-0090-04,validation,SYN-OFFENDER-0090,synthetic
SYN-IN-0090-05,validation,SYN-OFFENDER-0090,synthetic
SYN-IN-0091-00,train,SYN-OFFENDER-0091,synthetic
SYN-IN-0091-01,train,SYN-OFFENDER-0091,synthetic
SYN-IN-0091-02,train,SYN-OFFENDER-0091,synthetic
SYN-IN-0091-03,train,SYN-OFFENDER-0091,synthetic
SYN-IN-0091-04,train,SYN-OFFENDER-0091,synthetic
SYN-IN-0091-05,train,SYN-OFFENDER-0091,synthetic
SYN-IN-0092-00,train,SYN-OFFENDER-0092,synthetic
SYN-IN-0092-01,train,SYN-OFFENDER-0092,synthetic
SYN-IN-0092-02,train,SYN-OFFENDER-0092,synthetic
SYN-IN-0092-03,train,SYN-OFFENDER-0092,synthetic
SYN-IN-0092-04,train,SYN-OFFENDER-0092,synthetic
SYN-IN-0092-05,train,SYN-OFFENDER-0092,synthetic
SYN-IN-0093-00,validation,SYN-OFFENDER-0093,synthetic
SYN-IN-0093-01,validation,SYN-OFFENDER-0093,synthetic
SYN-IN-0093-02,validation,SYN-OFFENDER-0093,synthetic
SYN-IN-0093-03,validation,SYN-OFFENDER-0093,synthetic
SYN-IN-0093-04,validation,SYN-OFFENDER-0093,synthetic
SYN-IN-0093-05,validation,SYN-OFFENDER-0093,synthetic
SYN-IN-0094-00,test,SYN-OFFENDER-0094,synthetic
SYN-IN-0094-01,test,SYN-OFFENDER-0094,synthetic
SYN-IN-0094-02,test,SYN-OFFENDER-0094,synthetic
SYN-IN-0094-03,test,SYN-OFFENDER-0094,synthetic
SYN-IN-0094-04,test,SYN-OFFENDER-0094,synthetic
SYN-IN-0094-05,test,SYN-OFFENDER-0094,synthetic
SYN-IN-0095-00,train,SYN-OFFENDER-0095,synthetic
SYN-IN-0095-01,train,SYN-OFFENDER-0095,synthetic
SYN-IN-0095-02,train,SYN-OFFENDER-0095,synthetic
SYN-IN-0095-03,train,SYN-OFFENDER-0095,synthetic
SYN-IN-0095-04,train,SYN-OFFENDER-0095,synthetic
SYN-IN-0095-05,train,SYN-OFFENDER-0095,synthetic
SYN-IN-0096-00,validation,SYN-OFFENDER-0096,synthetic
SYN-IN-0096-01,validation,SYN-OFFENDER-0096,synthetic
SYN-IN-0096-02,validation,SYN-OFFENDER-0096,synthetic
SYN-IN-0096-03,validation,SYN-OFFENDER-0096,synthetic
SYN-IN-0096-04,validation,SYN-OFFENDER-0096,synthetic
SYN-IN-0096-05,validation,SYN-OFFENDER-0096,synthetic
SYN-IN-0097-00,test,SYN-OFFENDER-0097,synthetic
SYN-IN-0097-01,test,SYN-OFFENDER-0097,synthetic
SYN-IN-0097-02,test,SYN-OFFENDER-0097,synthetic
SYN-IN-0097-03,test,SYN-OFFENDER-0097,synthetic
SYN-IN-0097-04,test,SYN-OFFENDER-0097,synthetic
SYN-IN-0097-05,test,SYN-OFFENDER-0097,synthetic
SYN-IN-0098-00,validation,SYN-OFFENDER-0098,synthetic
SYN-IN-0098-01,validation,SYN-OFFENDER-0098,synthetic
SYN-IN-0098-02,validation,SYN-OFFENDER-0098,synthetic
SYN-IN-0098-03,validation,SYN-OFFENDER-0098,synthetic
SYN-IN-0098-04,validation,SYN-OFFENDER-0098,synthetic
SYN-IN-0098-05,validation,SYN-OFFENDER-0098,synthetic
SYN-IN-0099-00,train,SYN-OFFENDER-0099,synthetic
SYN-IN-0099-01,train,SYN-OFFENDER-0099,synthetic
SYN-IN-0099-02,train,SYN-OFFENDER-0099,synthetic
SYN-IN-0099-03,train,SYN-OFFENDER-0099,synthetic
SYN-IN-0099-04,train,SYN-OFFENDER-0099,synthetic
SYN-IN-0099-05,train,SYN-OFFENDER-0099,synthetic
SYN-IN-0100-00,train,SYN-OFFENDER-0100,synthetic
SYN-IN-0100-01,train,SYN-OFFENDER-0100,synthetic
SYN-IN-0100-02,train,SYN-OFFENDER-0100,synthetic
SYN-IN-0100-03,train,SYN-OFFENDER-0100,synthetic
SYN-IN-0100-04,train,SYN-OFFENDER-0100,synthetic
SYN-IN-0100-05,train,SYN-OFFENDER-0100,synthetic
SYN-IN-0101-00,train,SYN-OFFENDER-0101,synthetic
SYN-IN-0101-01,train,SYN-OFFENDER-0101,synthetic
SYN-IN-0101-02,train,SYN-OFFENDER-0101,synthetic
SYN-IN-0101-03,train,SYN-OFFENDER-0101,synthetic
SYN-IN-0101-04,train,SYN-OFFENDER-0101,synthetic
SYN-IN-0101-05,train,SYN-OFFENDER-0101,synthetic
SYN-IN-0102-00,train,SYN-OFFENDER-0102,synthetic
SYN-IN-0102-01,train,SYN-OFFENDER-0102,synthetic
SYN-IN-0102-02,train,SYN-OFFENDER-0102,synthetic
SYN-IN-0102-03,train,SYN-OFFENDER-0102,synthetic
SYN-IN-0102-04,train,SYN-OFFENDER-0102,synthetic
SYN-IN-0102-05,train,SYN-OFFENDER-0102,synthetic
SYN-IN-0103-00,test,SYN-OFFENDER-0103,synthetic
SYN-IN-0103-01,test,SYN-OFFENDER-0103,synthetic
SYN-IN-0103-02,test,SYN-OFFENDER-0103,synthetic
SYN-IN-0103-03,test,SYN-OFFENDER-0103,synthetic
SYN-IN-0103-04,test,SYN-OFFENDER-0103,synthetic
SYN-IN-0103-05,test,SYN-OFFENDER-0103,synthetic
SYN-IN-0104-00,validation,SYN-OFFENDER-0104,synthetic
SYN-IN-0104-01,validation,SYN-OFFENDER-0104,synthetic
SYN-IN-0104-02,validation,SYN-OFFENDER-0104,synthetic
SYN-IN-0104-03,validation,SYN-OFFENDER-0104,synthetic
SYN-IN-0104-04,validation,SYN-OFFENDER-0104,synthetic
SYN-IN-0104-05,validation,SYN-OFFENDER-0104,synthetic
SYN-IN-0105-00,test,SYN-OFFENDER-0105,synthetic
SYN-IN-0105-01,test,SYN-OFFENDER-0105,synthetic
SYN-IN-0105-02,test,SYN-OFFENDER-0105,synthetic
SYN-IN-0105-03,test,SYN-OFFENDER-0105,synthetic
SYN-IN-0105-04,test,SYN-OFFENDER-0105,synthetic
SYN-IN-0105-05,test,SYN-OFFENDER-0105,synthetic
SYN-IN-0106-00,test,SYN-OFFENDER-0106,synthetic
SYN-IN-0106-01,test,SYN-OFFENDER-0106,synthetic
SYN-IN-0106-02,test,SYN-OFFENDER-0106,synthetic
SYN-IN-0106-03,test,SYN-OFFENDER-0106,synthetic
SYN-IN-0106-04,test,SYN-OFFENDER-0106,synthetic
SYN-IN-0106-05,test,SYN-OFFENDER-0106,synthetic
SYN-IN-0107-00,train,SYN-OFFENDER-0107,synthetic
SYN-IN-0107-01,train,SYN-OFFENDER-0107,synthetic
SYN-IN-0107-02,train,SYN-OFFENDER-0107,synthetic
SYN-IN-0107-03,train,SYN-OFFENDER-0107,synthetic
SYN-IN-0107-04,train,SYN-OFFENDER-0107,synthetic
SYN-IN-0107-05,train,SYN-OFFENDER-0107,synthetic
SYN-IN-0108-00,train,SYN-OFFENDER-0108,synthetic
SYN-IN-0108-01,train,SYN-OFFENDER-0108,synthetic
SYN-IN-0108-02,train,SYN-OFFENDER-0108,synthetic
SYN-IN-0108-03,train,SYN-OFFENDER-0108,synthetic
SYN-IN-0108-04,train,SYN-OFFENDER-0108,synthetic
SYN-IN-0108-05,train,SYN-OFFENDER-0108,synthetic
SYN-IN-0109-00,train,SYN-OFFENDER-0109,synthetic
SYN-IN-0109-01,train,SYN-OFFENDER-0109,synthetic
SYN-IN-0109-02,train,SYN-OFFENDER-0109,synthetic
SYN-IN-0109-03,train,SYN-OFFENDER-0109,synthetic
SYN-IN-0109-04,train,SYN-OFFENDER-0109,synthetic
SYN-IN-0109-05,train,SYN-OFFENDER-0109,synthetic
SYN-IN-0110-00,train,SYN-OFFENDER-0110,synthetic
SYN-IN-0110-01,train,SYN-OFFENDER-0110,synthetic
SYN-IN-0110-02,train,SYN-OFFENDER-0110,synthetic
SYN-IN-0110-03,train,SYN-OFFENDER-0110,synthetic
SYN-IN-0110-04,train,SYN-OFFENDER-0110,synthetic
SYN-IN-0110-05,train,SYN-OFFENDER-0110,synthetic
SYN-IN-0111-00,test,SYN-OFFENDER-0111,synthetic
SYN-IN-0111-01,test,SYN-OFFENDER-0111,synthetic
SYN-IN-0111-02,test,SYN-OFFENDER-0111,synthetic
SYN-IN-0111-03,test,SYN-OFFENDER-0111,synthetic
SYN-IN-0111-04,test,SYN-OFFENDER-0111,synthetic
SYN-IN-0111-05,test,SYN-OFFENDER-0111,synthetic
SYN-IN-0112-00,test,SYN-OFFENDER-0112,synthetic
SYN-IN-0112-01,test,SYN-OFFENDER-0112,synthetic
SYN-IN-0112-02,test,SYN-OFFENDER-0112,synthetic
SYN-IN-0112-03,test,SYN-OFFENDER-0112,synthetic
SYN-IN-0112-04,test,SYN-OFFENDER-0112,synthetic
SYN-IN-0112-05,test,SYN-OFFENDER-0112,synthetic
SYN-IN-0113-00,train,SYN-OFFENDER-0113,synthetic
SYN-IN-0113-01,train,SYN-OFFENDER-0113,synthetic
SYN-IN-0113-02,train,SYN-OFFENDER-0113,synthetic
SYN-IN-0113-03,train,SYN-OFFENDER-0113,synthetic
SYN-IN-0113-04,train,SYN-OFFENDER-0113,synthetic
SYN-IN-0113-05,train,SYN-OFFENDER-0113,synthetic
SYN-IN-0114-00,validation,SYN-OFFENDER-0114,synthetic
SYN-IN-0114-01,validation,SYN-OFFENDER-0114,synthetic
SYN-IN-0114-02,validation,SYN-OFFENDER-0114,synthetic
SYN-IN-0114-03,validation,SYN-OFFENDER-0114,synthetic
SYN-IN-0114-04,validation,SYN-OFFENDER-0114,synthetic
SYN-IN-0114-05,validation,SYN-OFFENDER-0114,synthetic
SYN-IN-0115-00,train,SYN-OFFENDER-0115,synthetic
SYN-IN-0115-01,train,SYN-OFFENDER-0115,synthetic
SYN-IN-0115-02,train,SYN-OFFENDER-0115,synthetic
SYN-IN-0115-03,train,SYN-OFFENDER-0115,synthetic
SYN-IN-0115-04,train,SYN-OFFENDER-0115,synthetic
SYN-IN-0115-05,train,SYN-OFFENDER-0115,synthetic
SYN-IN-0116-00,test,SYN-OFFENDER-0116,synthetic
SYN-IN-0116-01,test,SYN-OFFENDER-0116,synthetic
SYN-IN-0116-02,test,SYN-OFFENDER-0116,synthetic
SYN-IN-0116-03,test,SYN-OFFENDER-0116,synthetic
SYN-IN-0116-04,test,SYN-OFFENDER-0116,synthetic
SYN-IN-0116-05,test,SYN-OFFENDER-0116,synthetic
SYN-IN-0117-00,train,SYN-OFFENDER-0117,synthetic
SYN-IN-0117-01,train,SYN-OFFENDER-0117,synthetic
SYN-IN-0117-02,train,SYN-OFFENDER-0117,synthetic
SYN-IN-0117-03,train,SYN-OFFENDER-0117,synthetic
SYN-IN-0117-04,train,SYN-OFFENDER-0117,synthetic
SYN-IN-0117-05,train,SYN-OFFENDER-0117,synthetic
SYN-IN-0118-00,train,SYN-OFFENDER-0118,synthetic
SYN-IN-0118-01,train,SYN-OFFENDER-0118,synthetic
SYN-IN-0118-02,train,SYN-OFFENDER-0118,synthetic
SYN-IN-0118-03,train,SYN-OFFENDER-0118,synthetic
SYN-IN-0118-04,train,SYN-OFFENDER-0118,synthetic
SYN-IN-0118-05,train,SYN-OFFENDER-0118,synthetic
SYN-IN-0119-00,train,SYN-OFFENDER-0119,synthetic
SYN-IN-0119-01,train,SYN-OFFENDER-0119,synthetic
SYN-IN-0119-02,train,SYN-OFFENDER-0119,synthetic
SYN-IN-0119-03,train,SYN-OFFENDER-0119,synthetic
SYN-IN-0119-04,train,SYN-OFFENDER-0119,synthetic
SYN-IN-0119-05,train,SYN-OFFENDER-0119,synthetic
SYN-IN-0120-00,train,SYN-OFFENDER-0120,synthetic
SYN-IN-0121-00,test,SYN-OFFENDER-0121,synthetic
SYN-IN-0122-00,validation,SYN-OFFENDER-0122,synthetic
SYN-IN-0123-00,train,SYN-OFFENDER-0123,synthetic
SYN-IN-0124-00,test,SYN-OFFENDER-0124,synthetic
SYN-IN-0125-00,train,SYN-OFFENDER-0125,synthetic
SYN-IN-0126-00,validation,SYN-OFFENDER-0126,synthetic
SYN-IN-0127-00,train,SYN-OFFENDER-0127,synthetic
SYN-IN-0128-00,test,SYN-OFFENDER-0128,synthetic
SYN-IN-0129-00,test,SYN-OFFENDER-0129,synthetic
SYN-IN-0130-00,train,SYN-OFFENDER-0130,synthetic
SYN-IN-0131-00,train,SYN-OFFENDER-0131,synthetic
SYN-IN-0132-00,train,SYN-OFFENDER-0132,synthetic
SYN-IN-0133-00,train,SYN-OFFENDER-0133,synthetic
SYN-IN-0134-00,train,SYN-OFFENDER-0134,synthetic
SYN-IN-0135-00,test,SYN-OFFENDER-0135,synthetic
SYN-IN-0136-00,test,SYN-OFFENDER-0136,synthetic
SYN-IN-0137-00,train,SYN-OFFENDER-0137,synthetic
SYN-IN-0138-00,test,SYN-OFFENDER-0138,synthetic
SYN-IN-0139-00,validation,SYN-OFFENDER-0139,synthetic
SYN-IN-0140-00,train,SYN-OFFENDER-0140,synthetic
SYN-IN-0141-00,train,SYN-OFFENDER-0141,synthetic
SYN-IN-0142-00,validation,SYN-OFFENDER-0142,synthetic
SYN-IN-0143-00,test,SYN-OFFENDER-0143,synthetic
SYN-IN-0144-00,train,SYN-OFFENDER-0144,synthetic
SYN-IN-0145-00,train,SYN-OFFENDER-0145,synthetic
SYN-IN-0146-00,test,SYN-OFFENDER-0146,synthetic
SYN-IN-0147-00,validation,SYN-OFFENDER-0147,synthetic
SYN-IN-0148-00,validation,SYN-OFFENDER-0148,synthetic
SYN-IN-0149-00,train,SYN-OFFENDER-0149,synthetic
SYN-IN-0150-00,validation,SYN-OFFENDER-0150,synthetic
SYN-IN-0151-00,test,SYN-OFFENDER-0151,synthetic
SYN-IN-0152-00,test,SYN-OFFENDER-0152,synthetic
SYN-IN-0153-00,train,SYN-OFFENDER-0153,synthetic
SYN-IN-0154-00,test,SYN-OFFENDER-0154,synthetic
SYN-IN-0155-00,validation,SYN-OFFENDER-0155,synthetic
SYN-IN-0156-00,test,SYN-OFFENDER-0156,synthetic
SYN-IN-0157-00,train,SYN-OFFENDER-0157,synthetic
SYN-IN-0158-00,train,SYN-OFFENDER-0158,synthetic
SYN-IN-0159-00,validation,SYN-OFFENDER-0159,synthetic
SYN-IN-0160-00,train,SYN-OFFENDER-0160,synthetic
SYN-IN-0161-00,train,SYN-OFFENDER-0161,synthetic
SYN-IN-0162-00,train,SYN-OFFENDER-0162,synthetic
SYN-IN-0163-00,test,SYN-OFFENDER-0163,synthetic
SYN-IN-0164-00,test,SYN-OFFENDER-0164,synthetic
SYN-IN-0165-00,train,SYN-OFFENDER-0165,synthetic
SYN-IN-0166-00,train,SYN-OFFENDER-0166,synthetic
SYN-IN-0167-00,train,SYN-OFFENDER-0167,synthetic
SYN-IN-0168-00,train,SYN-OFFENDER-0168,synthetic
SYN-IN-0169-00,test,SYN-OFFENDER-0169,synthetic
SYN-IN-0170-00,train,SYN-OFFENDER-0170,synthetic
SYN-IN-0171-00,train,SYN-OFFENDER-0171,synthetic
SYN-IN-0172-00,train,SYN-OFFENDER-0172,synthetic
SYN-IN-0173-00,validation,SYN-OFFENDER-0173,synthetic
SYN-IN-0174-00,test,SYN-OFFENDER-0174,synthetic
SYN-IN-0175-00,train,SYN-OFFENDER-0175,synthetic
SYN-IN-0176-00,train,SYN-OFFENDER-0176,synthetic
SYN-IN-0177-00,train,SYN-OFFENDER-0177,synthetic
SYN-IN-0178-00,validation,SYN-OFFENDER-0178,synthetic
SYN-IN-0179-00,train,SYN-OFFENDER-0179,synthetic
SYN-IN-0180-00,train,SYN-OFFENDER-0180,synthetic
SYN-IN-0181-00,train,SYN-OFFENDER-0181,synthetic
SYN-IN-0182-00,test,SYN-OFFENDER-0182,synthetic
SYN-IN-0183-00,validation,SYN-OFFENDER-0183,synthetic
SYN-IN-0184-00,train,SYN-OFFENDER-0184,synthetic
SYN-IN-0185-00,train,SYN-OFFENDER-0185,synthetic
SYN-IN-0186-00,train,SYN-OFFENDER-0186,synthetic
SYN-IN-0187-00,validation,SYN-OFFENDER-0187,synthetic
SYN-IN-0188-00,test,SYN-OFFENDER-0188,synthetic
SYN-IN-0189-00,train,SYN-OFFENDER-0189,synthetic
SYN-IN-0190-00,train,SYN-OFFENDER-0190,synthetic
SYN-IN-0191-00,test,SYN-OFFENDER-0191,synthetic
SYN-IN-0192-00,train,SYN-OFFENDER-0192,synthetic
SYN-IN-0193-00,train,SYN-OFFENDER-0193,synthetic
SYN-IN-0194-00,train,SYN-OFFENDER-0194,synthetic
SYN-IN-0195-00,test,SYN-OFFENDER-0195,synthetic
SYN-IN-0196-00,train,SYN-OFFENDER-0196,synthetic
SYN-IN-0197-00,train,SYN-OFFENDER-0197,synthetic
SYN-IN-0198-00,train,SYN-OFFENDER-0198,synthetic
SYN-IN-0199-00,train,SYN-OFFENDER-0199,synthetic
SYN-IN-0200-00,train,SYN-OFFENDER-0200,synthetic
SYN-IN-0201-00,validation,SYN-OFFENDER-0201,synthetic
SYN-IN-0202-00,train,SYN-OFFENDER-0202,synthetic
SYN-IN-0203-00,train,SYN-OFFENDER-0203,synthetic
SYN-IN-0204-00,test,SYN-OFFENDER-0204,synthetic
SYN-IN-0205-00,train,SYN-OFFENDER-0205,synthetic
SYN-IN-0206-00,train,SYN-OFFENDER-0206,synthetic
SYN-IN-0207-00,train,SYN-OFFENDER-0207,synthetic
SYN-IN-0208-00,test,SYN-OFFENDER-0208,synthetic
SYN-IN-0209-00,train,SYN-OFFENDER-0209,synthetic
SYN-IN-0210-00,test,SYN-OFFENDER-0210,synthetic
SYN-IN-0211-00,train,SYN-OFFENDER-0211,synthetic
SYN-IN-0212-00,train,SYN-OFFENDER-0212,synthetic
SYN-IN-0213-00,validation,SYN-OFFENDER-0213,synthetic
SYN-IN-0214-00,train,SYN-OFFENDER-0214,synthetic
SYN-IN-0215-00,train,SYN-OFFENDER-0215,synthetic
SYN-IN-0216-00,train,SYN-OFFENDER-0216,synthetic
SYN-IN-0217-00,validation,SYN-OFFENDER-0217,synthetic
SYN-IN-0218-00,validation,SYN-OFFENDER-0218,synthetic
SYN-IN-0219-00,train,SYN-OFFENDER-0219,synthetic
SYN-IN-0220-00,validation,SYN-OFFENDER-0220,synthetic
SYN-IN-0221-00,test,SYN-OFFENDER-0221,synthetic
SYN-IN-0222-00,test,SYN-OFFENDER-0222,synthetic
SYN-IN-0223-00,train,SYN-OFFENDER-0223,synthetic
SYN-IN-0224-00,train,SYN-OFFENDER-0224,synthetic
SYN-IN-0225-00,train,SYN-OFFENDER-0225,synthetic
SYN-IN-0226-00,train,SYN-OFFENDER-0226,synthetic
SYN-IN-0227-00,train,SYN-OFFENDER-0227,synthetic
SYN-IN-0228-00,train,SYN-OFFENDER-0228,synthetic
SYN-IN-0229-00,train,SYN-OFFENDER-0229,synthetic
SYN-IN-0230-00,train,SYN-OFFENDER-0230,synthetic
SYN-IN-0231-00,validation,SYN-OFFENDER-0231,synthetic
SYN-IN-0232-00,train,SYN-OFFENDER-0232,synthetic
SYN-IN-0233-00,train,SYN-OFFENDER-0233,synthetic
SYN-IN-0234-00,train,SYN-OFFENDER-0234,synthetic
SYN-IN-0235-00,train,SYN-OFFENDER-0235,synthetic
SYN-IN-0236-00,train,SYN-OFFENDER-0236,synthetic
SYN-IN-0237-00,test,SYN-OFFENDER-0237,synthetic
SYN-IN-0238-00,train,SYN-OFFENDER-0238,synthetic
SYN-IN-0239-00,test,SYN-OFFENDER-0239,synthetic
